cluster id	num of members	protein name	centroid genome	centroid locus	role_ids	attributes	7978mff	1279779	LAC4b	B8300	A1296	HWBA8	AB031	ab736	manniia	KAB07	bH12OA2	A1	JAB0715	OMTU433	3207	6200	B8342	ABNIH28	ZW851	
1346	19	helicase	ab736	A4U85_RS06950	0		ACX60_RS07075	ABD1_RS10775	RR41_RS07185	AB987_RS14670	BS103_RS10700	B7L46_RS01490	IX88_RS12840	A4U85_RS06950	ABCIP7010_RS11165	KAB07_RS11365	LX00_RS11170	ABA1_RS11315	BJAB0715_RS11975	IOMTU433_RS07180	Aba3207_RS03455	RU84_RS06905	AB895_RS00620	C2U32_RS07050	P795_RS06580	
1347	19	5-carboxymethyl-2-hydroxymuconate isomerase	AB031	IX88_RS12835	0		ACX60_RS07080	ABD1_RS10770	RR41_RS07190	AB987_RS14675	BS103_RS10695	B7L46_RS01485	IX88_RS12835	A4U85_RS06955	ABCIP7010_RS11160	KAB07_RS11360	LX00_RS11165	ABA1_RS11310	BJAB0715_RS11970	IOMTU433_RS07185	Aba3207_RS03450	RU84_RS06910	AB895_RS00615	C2U32_RS07045	P795_RS06585	
1348	19	hydroxyethylthiazole kinase	A1296	BS103_RS10685	0		ACX60_RS07085	ABD1_RS10765	RR41_RS07195	AB987_RS14685	BS103_RS10685	B7L46_RS01475	IX88_RS12825	A4U85_RS06960	ABCIP7010_RS11150	KAB07_RS11350	LX00_RS11160	ABA1_RS11305	BJAB0715_RS11965	IOMTU433_RS07190	Aba3207_RS03445	RU84_RS06915	AB895_RS00605	C2U32_RS07040	P795_RS06590	
1349	19	hypothetical protein	1279779	ABD1_RS10760	0		ACX60_RS07090	ABD1_RS10760	RR41_RS07200	AB987_RS14690	BS103_RS10680	B7L46_RS01470	IX88_RS12820	A4U85_RS06965	ABCIP7010_RS11145	KAB07_RS11345	LX00_RS11155	ABA1_RS11300	BJAB0715_RS11960	IOMTU433_RS07195	Aba3207_RS03440	RU84_RS06920	AB895_RS00600	C2U32_RS07035	P795_RS06595	
1350	19	hypothetical protein	1279779	ABD1_RS10755	0		ACX60_RS07095	ABD1_RS10755	RR41_RS07205	AB987_RS14695	BS103_RS10675	B7L46_RS01465	IX88_RS12815	A4U85_RS06970	ABCIP7010_RS11140	KAB07_RS11340	LX00_RS11150	ABA1_RS11295	BJAB0715_RS11955	IOMTU433_RS07200	Aba3207_RS03435	RU84_RS06925	AB895_RS00595	C2U32_RS07030	P795_RS06600	
1351	19	aminopeptidase N	1279779	ABD1_RS10750	0		ACX60_RS07100	ABD1_RS10750	RR41_RS07210	AB987_RS14700	BS103_RS10670	B7L46_RS01460	IX88_RS12810	A4U85_RS06975	ABCIP7010_RS11135	KAB07_RS11335	LX00_RS11145	ABA1_RS11290	BJAB0715_RS11950	IOMTU433_RS07205	Aba3207_RS03430	RU84_RS06930	AB895_RS00590	C2U32_RS07025	P795_RS06605	
1352	11	SCPU domain-containing protein	1279779	ABD1_RS10740	0	FG-In	ACX60_RS07105	ABD1_RS10740					IX88_RS12805	A4U85_RS06980				ABA1_RS11285	BJAB0715_RS11945	IOMTU433_RS07210		RU84_RS06935	AB895_RS00585	C2U32_RS07020	P795_RS06610	
1353	11	molecular chaperone	JAB0715	BJAB0715_RS11940	0		ACX60_RS07110	ABD1_RS10735	RR41_RS07220				IX88_RS12800	A4U85_RS06985				ABA1_RS11280	BJAB0715_RS11940	IOMTU433_RS07215			AB895_RS00580	C2U32_RS07015	P795_RS06615	
1354	11	fimbrial biogenesis outer membrane usher protein	7978mff	ACX60_RS07115	0	FG-In	ACX60_RS07115	ABD1_RS10730	RR41_RS07225					A4U85_RS06990				ABA1_RS11275	BJAB0715_RS11935	IOMTU433_RS07220		RU84_RS06945	AB895_RS00565	C2U32_RS07010	P795_RS06620	
1355	12	SCPU domain-containing protein	7978mff	ACX60_RS07120	0		ACX60_RS07120	ABD1_RS10725	RR41_RS07230				IX88_RS12790	A4U85_RS06995				ABA1_RS11270	BJAB0715_RS11930	IOMTU433_RS07225		RU84_RS06950	AB895_RS00560	C2U32_RS07005	P795_RS06625	
1356	19	glutathione S-transferase family protein	A1	ABA1_RS11265	0		ACX60_RS07125	ABD1_RS10720	RR41_RS07235	AB987_RS14705	BS103_RS10665	B7L46_RS01455	IX88_RS12785	A4U85_RS07000	ABCIP7010_RS11130	KAB07_RS11330	LX00_RS11140	ABA1_RS11265	BJAB0715_RS11925	IOMTU433_RS07230	Aba3207_RS03425	RU84_RS06955	AB895_RS00555	C2U32_RS07000	P795_RS06630	
1357	18	KR domain-containing protein	1279779	ABD1_RS10715	0		ACX60_RS07130	ABD1_RS10715		AB987_RS14710	BS103_RS10660	B7L46_RS01450	IX88_RS12780	A4U85_RS07005	ABCIP7010_RS11125	KAB07_RS11325	LX00_RS11135	ABA1_RS11260	BJAB0715_RS11920	IOMTU433_RS07235	Aba3207_RS03420	RU84_RS06960	AB895_RS00550	C2U32_RS06995	P795_RS06635	
1358	19	hypothetical protein	ZW851	P795_RS06640	0		ACX60_RS07135	ABD1_RS10710	RR41_RS07245	AB987_RS14715	BS103_RS10655	B7L46_RS01445	IX88_RS12775	A4U85_RS07010	ABCIP7010_RS11120	KAB07_RS11320	LX00_RS11130	ABA1_RS11255	BJAB0715_RS11915	IOMTU433_RS07240	Aba3207_RS03415	RU84_RS06965	AB895_RS00545	C2U32_RS06990	P795_RS06640	
1359	18	chorismate mutase	JAB0715	BJAB0715_RS11910	0		ACX60_RS07140	ABD1_RS10705		AB987_RS14720	BS103_RS10650	B7L46_RS01440	IX88_RS12770	A4U85_RS07015	ABCIP7010_RS11115	KAB07_RS11315	LX00_RS11125	ABA1_RS11250	BJAB0715_RS11910	IOMTU433_RS07245	Aba3207_RS03410	RU84_RS06970	AB895_RS00540	C2U32_RS06985	P795_RS06645	
1360	19	Lrp/AsnC family transcriptional regulator	7978mff	ACX60_RS07145	0		ACX60_RS07145	ABD1_RS10700	RR41_RS07255	AB987_RS14725	BS103_RS10645	B7L46_RS01435	IX88_RS12765	A4U85_RS07020	ABCIP7010_RS11110	KAB07_RS11310	LX00_RS11120	ABA1_RS11245	BJAB0715_RS11905	IOMTU433_RS07250	Aba3207_RS03405	RU84_RS06975	AB895_RS00535	C2U32_RS06980	P795_RS06650	
1361	18	hypothetical protein	7978mff	ACX60_RS07150	0		ACX60_RS07150	ABD1_RS10695	RR41_RS07260		BS103_RS10635	B7L46_RS01430	IX88_RS12760	A4U85_RS07030	ABCIP7010_RS11105	KAB07_RS11305	LX00_RS11115	ABA1_RS11235	BJAB0715_RS11900	IOMTU433_RS07260	Aba3207_RS03400	RU84_RS06990	AB895_RS00525	C2U32_RS06970	P795_RS06655	
1362	16	TetR/AcrR family transcriptional regulator	7978mff	ACX60_RS07155	0		ACX60_RS07155	ABD1_RS10690	RR41_RS07265		BS103_RS10630		IX88_RS12745	A4U85_RS07035		KAB07_RS11300	LX00_RS11110	ABA1_RS11215	BJAB0715_RS11895	IOMTU433_RS07265	Aba3207_RS03395	RU84_RS06995	AB895_RS00520	C2U32_RS06955	P795_RS06675	
1363	18	TonB-dependent siderophore receptor	bH12OA2	LX00_RS11105	0		ACX60_RS07160	ABD1_RS10685	RR41_RS07270		BS103_RS10625	B7L46_RS01210	IX88_RS12740	A4U85_RS07040	ABCIP7010_RS10910	KAB07_RS11295	LX00_RS11105	ABA1_RS11210	BJAB0715_RS11890	IOMTU433_RS07270	Aba3207_RS03390	RU84_RS07000	AB895_RS00515	C2U32_RS06950	P795_RS06680	
1364	18	mechanosensitive ion channel protein MscS	7978mff	ACX60_RS07165	0		ACX60_RS07165	ABD1_RS10680	RR41_RS07275		BS103_RS10620	B7L46_RS01205	IX88_RS12735	A4U85_RS07045	ABCIP7010_RS10905	KAB07_RS11290	LX00_RS11100	ABA1_RS11205	BJAB0715_RS11885	IOMTU433_RS07275	Aba3207_RS03385	RU84_RS07005	AB895_RS00510	C2U32_RS06945	P795_RS06685	
1365	17	hypothetical protein	7978mff	ACX60_RS07170	0		ACX60_RS07170	ABD1_RS10675	RR41_RS07280			B7L46_RS01200	IX88_RS12730	A4U85_RS07050	ABCIP7010_RS10900	KAB07_RS11285	LX00_RS11095	ABA1_RS11200	BJAB0715_RS11880	IOMTU433_RS07280	Aba3207_RS03380	RU84_RS07010	AB895_RS00505	C2U32_RS06940	P795_RS06690	
1366	17	hypothetical protein	6200	RU84_RS07015	0		ACX60_RS07175	ABD1_RS10670	RR41_RS07285			B7L46_RS01195	IX88_RS12725	A4U85_RS07055	ABCIP7010_RS10895	KAB07_RS11280	LX00_RS11090	ABA1_RS11195	BJAB0715_RS11875	IOMTU433_RS07285	Aba3207_RS03375	RU84_RS07015	AB895_RS00500	C2U32_RS06935	P795_RS06695	
1367	19	hypothetical protein	7978mff	ACX60_RS07180	0		ACX60_RS07180	ABD1_RS10665	RR41_RS07290	AB987_RS14735	BS103_RS10605	B7L46_RS01190	IX88_RS12720	A4U85_RS07060	ABCIP7010_RS10890	KAB07_RS11275	LX00_RS11085	ABA1_RS11190	BJAB0715_RS11870	IOMTU433_RS07290	Aba3207_RS03370	RU84_RS07020	AB895_RS00495	C2U32_RS06930	P795_RS06700	
1368	19	hypothetical protein	B8300	AB987_RS14745	0		ACX60_RS07185	ABD1_RS10660	RR41_RS07310	AB987_RS14745	BS103_RS10600	B7L46_RS01185	IX88_RS12715	A4U85_RS07065	ABCIP7010_RS10885	KAB07_RS11270	LX00_RS11080	ABA1_RS11185	BJAB0715_RS11865	IOMTU433_RS07295	Aba3207_RS03360	RU84_RS07025	AB895_RS00490	C2U32_RS06925	P795_RS06705	
1369	17	N-acetyltransferase	AB031	IX88_RS12710	0	FG-In	ACX60_RS07190	ABD1_RS10655	RR41_RS07315	AB987_RS14750	BS103_RS10595	B7L46_RS01180	IX88_RS12710	A4U85_RS07070		KAB07_RS11265	LX00_RS11075	ABA1_RS11180	BJAB0715_RS11860	IOMTU433_RS07300	Aba3207_RS03355		AB895_RS00485	C2U32_RS06920	P795_RS06710	
1370	19	TonB-dependent siderophore receptor	manniia	ABCIP7010_RS10875	0		ACX60_RS07195	ABD1_RS10650	RR41_RS07320	AB987_RS14755	BS103_RS10590	B7L46_RS01175	IX88_RS12705	A4U85_RS07075	ABCIP7010_RS10875	KAB07_RS11250	LX00_RS11070	ABA1_RS11175	BJAB0715_RS11610	IOMTU433_RS07305	Aba3207_RS03350	RU84_RS07035	AB895_RS00480	C2U32_RS06915	P795_RS06715	
1371	19	OmpW family protein	HWBA8	B7L46_RS01170	0		ACX60_RS07200	ABD1_RS10645	RR41_RS07325	AB987_RS14760	BS103_RS10585	B7L46_RS01170	IX88_RS12700	A4U85_RS07080	ABCIP7010_RS10870	KAB07_RS11245	LX00_RS11065	ABA1_RS11170	BJAB0715_RS11605	IOMTU433_RS07310	Aba3207_RS03345	RU84_RS07045	AB895_RS00475	C2U32_RS06910	P795_RS06720	
1372	17	hypothetical protein	OMTU433	IOMTU433_RS07320	0		ACX60_RS07210			AB987_RS14775	BS103_RS10575	B7L46_RS01160	IX88_RS12690	A4U85_RS07085	ABCIP7010_RS10860	KAB07_RS11235	LX00_RS11055	ABA1_RS11160	BJAB0715_RS11595	IOMTU433_RS07320	Aba3207_RS03335	RU84_RS07055	AB895_RS00465	C2U32_RS06900	P795_RS06730	
1373	19	ABC transporter ATP-binding protein	7978mff	ACX60_RS07215	0	FS	ACX60_RS07215	ABD1_RS10625	RR41_RS07340	AB987_RS14780	BS103_RS10570	B7L46_RS01155	IX88_RS12685	A4U85_RS07090	ABCIP7010_RS10855	KAB07_RS11230	LX00_RS11050	ABA1_RS11155	BJAB0715_RS11590	IOMTU433_RS07325	Aba3207_RS03330	RU84_RS07060	AB895_RS00460	C2U32_RS06895	P795_RS06735	
1374	19	universal stress protein	7978mff	ACX60_RS07220	0		ACX60_RS07220	ABD1_RS10620	RR41_RS07345	AB987_RS14785	BS103_RS10565	B7L46_RS01150	IX88_RS12680	A4U85_RS07095	ABCIP7010_RS10850	KAB07_RS11225	LX00_RS11035	ABA1_RS11150	BJAB0715_RS11585	IOMTU433_RS07330	Aba3207_RS03325	RU84_RS07065	AB895_RS00455	C2U32_RS06890	P795_RS06740	
1375	19	hypothetical protein	7978mff	ACX60_RS07225	0		ACX60_RS07225	ABD1_RS10615	RR41_RS07350	AB987_RS14790	BS103_RS10560	B7L46_RS01145	IX88_RS12675	A4U85_RS07100	ABCIP7010_RS10845	KAB07_RS11220	LX00_RS11030	ABA1_RS11145	BJAB0715_RS11580	IOMTU433_RS07335	Aba3207_RS03320	RU84_RS07070	AB895_RS00450	C2U32_RS06885	P795_RS06745	
1376	19	RDD family protein	7978mff	ACX60_RS07235	0		ACX60_RS07235	ABD1_RS10605	RR41_RS07360	AB987_RS14805	BS103_RS10545	B7L46_RS01140	IX88_RS12665	A4U85_RS07105	ABCIP7010_RS10835	KAB07_RS11210	LX00_RS11020	ABA1_RS11135	BJAB0715_RS11570	IOMTU433_RS07345	Aba3207_RS03310	RU84_RS07080	AB895_RS00440	C2U32_RS06880	P795_RS06755	
1377	18	magnesium-translocating P-type ATPase	manniia	ABCIP7010_RS10830	0	FG-In	ACX60_RS07240	ABD1_RS10600	RR41_RS07365	AB987_RS14810	BS103_RS10540	B7L46_RS01135	IX88_RS12660	A4U85_RS07110	ABCIP7010_RS10830	KAB07_RS11205	LX00_RS11015	ABA1_RS11130	BJAB0715_RS11565	IOMTU433_RS07350		RU84_RS07085	AB895_RS00435	C2U32_RS06875	P795_RS06760	
1378	18	MgtC/SapB family protein	1279779	ABD1_RS10595	0		ACX60_RS07245	ABD1_RS10595	RR41_RS07370	AB987_RS14815		B7L46_RS01130	IX88_RS12655	A4U85_RS07115	ABCIP7010_RS10825	KAB07_RS11200	LX00_RS11010	ABA1_RS11125	BJAB0715_RS11560	IOMTU433_RS07355	Aba3207_RS03300	RU84_RS07090	AB895_RS00430	C2U32_RS06870	P795_RS06765	
1379	18	membrane protein	7978mff	ACX60_RS07250	0		ACX60_RS07250	ABD1_RS10590	RR41_RS07375	AB987_RS14820		B7L46_RS01125	IX88_RS12650	A4U85_RS07120	ABCIP7010_RS10820	KAB07_RS11195	LX00_RS11005	ABA1_RS11120	BJAB0715_RS11555	IOMTU433_RS07360	Aba3207_RS03295	RU84_RS07095	AB895_RS00425	C2U32_RS06865	P795_RS06770	
1380	18	Lrp/AsnC family transcriptional regulator	7978mff	ACX60_RS07255	0		ACX60_RS07255		RR41_RS07380	AB987_RS14825	BS103_RS10530	B7L46_RS01120	IX88_RS12645	A4U85_RS07125	ABCIP7010_RS10815	KAB07_RS11190	LX00_RS11000	ABA1_RS11115	BJAB0715_RS11550	IOMTU433_RS07365	Aba3207_RS03290	RU84_RS07100	AB895_RS00420	C2U32_RS06860	P795_RS06775	
1381	19	leucine efflux protein LeuE	7978mff	ACX60_RS07260	0		ACX60_RS07260	ABD1_RS10580	RR41_RS07385	AB987_RS14830	BS103_RS10525	B7L46_RS01115	IX88_RS12640	A4U85_RS07130	ABCIP7010_RS10810	KAB07_RS11185	LX00_RS10995	ABA1_RS11110	BJAB0715_RS11545	IOMTU433_RS07370	Aba3207_RS03285	RU84_RS07105	AB895_RS00415	C2U32_RS06855	P795_RS06780	
1382	19	transaldolase	A1296	BS103_RS10520	0		ACX60_RS07265	ABD1_RS10575	RR41_RS07390	AB987_RS14835	BS103_RS10520	B7L46_RS01110	IX88_RS12635	A4U85_RS07135	ABCIP7010_RS10805	KAB07_RS11180	LX00_RS10990	ABA1_RS11105	BJAB0715_RS11540	IOMTU433_RS07375	Aba3207_RS03280	RU84_RS07110	AB895_RS00410	C2U32_RS06850	P795_RS06785	
1383	19	LysR family transcriptional regulator	B8300	AB987_RS14840	0		ACX60_RS07270	ABD1_RS10570	RR41_RS07395	AB987_RS14840	BS103_RS10515	B7L46_RS01105	IX88_RS12630	A4U85_RS07140	ABCIP7010_RS10800	KAB07_RS11175	LX00_RS10985	ABA1_RS11100	BJAB0715_RS11535	IOMTU433_RS07380	Aba3207_RS03275	RU84_RS07115	AB895_RS00405	C2U32_RS06845	P795_RS06790	
1384	18	membrane protein	1279779	ABD1_RS10565	0		ACX60_RS07275	ABD1_RS10565	RR41_RS07400	AB987_RS14845		B7L46_RS01100	IX88_RS12625	A4U85_RS07145	ABCIP7010_RS10795	KAB07_RS11170	LX00_RS10980	ABA1_RS11095	BJAB0715_RS11530	IOMTU433_RS07385	Aba3207_RS03270	RU84_RS07120	AB895_RS00400	C2U32_RS06840	P795_RS06795	
1385	19	acetyl-CoA C-acyltransferase	7978mff	ACX60_RS07280	0		ACX60_RS07280	ABD1_RS10560	RR41_RS07405	AB987_RS14850	BS103_RS10505	B7L46_RS01095	IX88_RS12620	A4U85_RS07150	ABCIP7010_RS10790	KAB07_RS11165	LX00_RS10975	ABA1_RS11090	BJAB0715_RS11525	IOMTU433_RS07390	Aba3207_RS03265	RU84_RS07125	AB895_RS00395	C2U32_RS06835	P795_RS06800	
1386	19	3-oxoacyl-ACP reductase	B8300	AB987_RS14855	0		ACX60_RS07285	ABD1_RS10555	RR41_RS07410	AB987_RS14855	BS103_RS10500	B7L46_RS01090	IX88_RS12615	A4U85_RS07155	ABCIP7010_RS10785	KAB07_RS11160	LX00_RS10970	ABA1_RS11085	BJAB0715_RS11520	IOMTU433_RS07395	Aba3207_RS03260	RU84_RS07130	AB895_RS00390	C2U32_RS06830	P795_RS06805	
1387	19	hypothetical protein	7978mff	ACX60_RS07290	0		ACX60_RS07290	ABD1_RS10550	RR41_RS07415	AB987_RS14860	BS103_RS10495	B7L46_RS01085	IX88_RS12610	A4U85_RS07160	ABCIP7010_RS10780	KAB07_RS11155	LX00_RS10965	ABA1_RS11080	BJAB0715_RS11515	IOMTU433_RS07400	Aba3207_RS03255	RU84_RS07135	AB895_RS00385	C2U32_RS06825	P795_RS06810	
1388	19	esterase	7978mff	ACX60_RS07295	0		ACX60_RS07295	ABD1_RS10545	RR41_RS07420	AB987_RS14865	BS103_RS10490	B7L46_RS01080	IX88_RS12605	A4U85_RS07165	ABCIP7010_RS10775	KAB07_RS11150	LX00_RS10960	ABA1_RS11075	BJAB0715_RS11510	IOMTU433_RS07405	Aba3207_RS03250	RU84_RS07140	AB895_RS00380	C2U32_RS06820	P795_RS06815	
1389	19	TetR family transcriptional regulator	A1296	BS103_RS10485	0		ACX60_RS07300	ABD1_RS10540	RR41_RS07425	AB987_RS14870	BS103_RS10485	B7L46_RS01075	IX88_RS12600	A4U85_RS07170	ABCIP7010_RS10770	KAB07_RS11145	LX00_RS10955	ABA1_RS11070	BJAB0715_RS11505	IOMTU433_RS07410	Aba3207_RS03245	RU84_RS07145	AB895_RS00375	C2U32_RS06815	P795_RS06820	
1390	19	methyl viologen resistance protein SmvA	ABNIH28	C2U32_RS06810	0		ACX60_RS07305	ABD1_RS10535	RR41_RS07430	AB987_RS14875	BS103_RS10480	B7L46_RS01070	IX88_RS12595	A4U85_RS07175	ABCIP7010_RS10765	KAB07_RS11140	LX00_RS10950	ABA1_RS11065	BJAB0715_RS11500	IOMTU433_RS07415	Aba3207_RS03240	RU84_RS07150	AB895_RS00370	C2U32_RS06810	P795_RS06825	
1391	19	DNA polymerase III subunit gamma/tau	manniia	ABCIP7010_RS10750	0		ACX60_RS07310	ABD1_RS10530	RR41_RS07445	AB987_RS14880	BS103_RS10465	B7L46_RS01055	IX88_RS12580	A4U85_RS07180	ABCIP7010_RS10750	KAB07_RS11135	LX00_RS10945	ABA1_RS11060	BJAB0715_RS11485	IOMTU433_RS07420	Aba3207_RS03235	RU84_RS07165	AB895_RS00365	C2U32_RS06805	P795_RS06830	
1392	15	phospholipase C, phosphocholine-specific	KAB07	KAB07_RS11130	0		ACX60_RS07315	ABD1_RS10525	RR41_RS07450		BS103_RS10460	B7L46_RS20575	IX88_RS12575	A4U85_RS07185	ABCIP7010_RS10745	KAB07_RS11130	LX00_RS10940	ABA1_RS11055	BJAB0715_RS11480		Aba3207_RS03230	RU84_RS07170		C2U32_RS06800		
1393	19	acyl-CoA thioesterase	7978mff	ACX60_RS07320	0		ACX60_RS07320	ABD1_RS10520	RR41_RS07455	AB987_RS14890	BS103_RS10455	B7L46_RS20570	IX88_RS12570	A4U85_RS07190	ABCIP7010_RS10740	KAB07_RS11125	LX00_RS10935	ABA1_RS11050	BJAB0715_RS11475	IOMTU433_RS07430	Aba3207_RS03225	RU84_RS07175	AB895_RS00355	C2U32_RS06795	P795_RS06840	
1394	19	alcohol dehydrogenase	AB031	IX88_RS12565	0		ACX60_RS07325	ABD1_RS10515	RR41_RS07460	AB987_RS14895	BS103_RS10450	B7L46_RS20565	IX88_RS12565	A4U85_RS07195	ABCIP7010_RS10735	KAB07_RS11120	LX00_RS10930	ABA1_RS11045	BJAB0715_RS11470	IOMTU433_RS07435	Aba3207_RS03220	RU84_RS07180	AB895_RS00350	C2U32_RS06790	P795_RS06845	
1395	19	lactonase family protein	KAB07	KAB07_RS11115	0		ACX60_RS07330	ABD1_RS10510	RR41_RS07465	AB987_RS14900	BS103_RS10445	B7L46_RS20560	IX88_RS12560	A4U85_RS07200	ABCIP7010_RS10730	KAB07_RS11115	LX00_RS10925	ABA1_RS11040	BJAB0715_RS11465	IOMTU433_RS07440	Aba3207_RS03215	RU84_RS07185	AB895_RS00345	C2U32_RS06785	P795_RS06850	
1396	19	low molecular weight phosphotyrosine protein phosphatase	1279779	ABD1_RS10505	0		ACX60_RS07335	ABD1_RS10505	RR41_RS07470	AB987_RS14905	BS103_RS10440	B7L46_RS20555	IX88_RS12555	A4U85_RS07205	ABCIP7010_RS10725	KAB07_RS11110	LX00_RS10920	ABA1_RS11035	BJAB0715_RS11460	IOMTU433_RS07445	Aba3207_RS03210	RU84_RS07190	AB895_RS00340	C2U32_RS06780	P795_RS06855	
1397	19	UDP-N-acetylmuramate dehydrogenase	7978mff	ACX60_RS07340	0		ACX60_RS07340	ABD1_RS10500	RR41_RS07475	AB987_RS14910	BS103_RS10435	B7L46_RS20550	IX88_RS12550	A4U85_RS07210	ABCIP7010_RS10720	KAB07_RS11105	LX00_RS10915	ABA1_RS11030	BJAB0715_RS11455	IOMTU433_RS07450	Aba3207_RS03205	RU84_RS07195	AB895_RS00335	C2U32_RS06775	P795_RS06860	
1398	19	YdcF family protein	B8300	AB987_RS14915	0		ACX60_RS07345	ABD1_RS10495	RR41_RS07480	AB987_RS14915	BS103_RS10430	B7L46_RS20545	IX88_RS12545	A4U85_RS07215	ABCIP7010_RS10715	KAB07_RS11100	LX00_RS10910	ABA1_RS11025	BJAB0715_RS11450	IOMTU433_RS07455	Aba3207_RS03200	RU84_RS07200	AB895_RS00330	C2U32_RS06770	P795_RS06865	
1399	19	alpha/beta hydrolase	7978mff	ACX60_RS07350	0		ACX60_RS07350	ABD1_RS10490	RR41_RS07485	AB987_RS14920	BS103_RS10425	B7L46_RS20540	IX88_RS12540	A4U85_RS07220	ABCIP7010_RS10710	KAB07_RS11095	LX00_RS10905	ABA1_RS11020	BJAB0715_RS11445	IOMTU433_RS07460	Aba3207_RS03195	RU84_RS07205	AB895_RS00325	C2U32_RS06765	P795_RS06870	
1400	19	FMN-binding glutamate synthase family protein	7978mff	ACX60_RS07355	0		ACX60_RS07355	ABD1_RS10485	RR41_RS07500	AB987_RS14925	BS103_RS10420	B7L46_RS20535	IX88_RS12535	A4U85_RS07225	ABCIP7010_RS10705	KAB07_RS11090	LX00_RS10900	ABA1_RS11015	BJAB0715_RS11430	IOMTU433_RS07475	Aba3207_RS03190	RU84_RS07220	AB895_RS00320	C2U32_RS06760	P795_RS06875	
1401	19	PepSY domain-containing protein	7978mff	ACX60_RS07360	0		ACX60_RS07360	ABD1_RS10480	RR41_RS07505	AB987_RS14930	BS103_RS10415	B7L46_RS20530	IX88_RS12530	A4U85_RS07230	ABCIP7010_RS10700	KAB07_RS11085	LX00_RS10895	ABA1_RS11010	BJAB0715_RS11425	IOMTU433_RS07480	Aba3207_RS03185	RU84_RS07225	AB895_RS00315	C2U32_RS06755	P795_RS06880	
1402	19	TetR/AcrR family transcriptional regulator	7978mff	ACX60_RS07365	0		ACX60_RS07365	ABD1_RS10470	RR41_RS07510	AB987_RS14940	BS103_RS10410	B7L46_RS20525	IX88_RS12525	A4U85_RS07235	ABCIP7010_RS10695	KAB07_RS11080	LX00_RS10890	ABA1_RS11005	BJAB0715_RS11420	IOMTU433_RS07485	Aba3207_RS03180	RU84_RS07235	AB895_RS00310	C2U32_RS06750	P795_RS06885	
1403	19	hypothetical protein	1279779	ABD1_RS10465	0		ACX60_RS07370	ABD1_RS10465	RR41_RS07515	AB987_RS14945	BS103_RS10405	B7L46_RS20520	IX88_RS12520	A4U85_RS07240	ABCIP7010_RS10690	KAB07_RS11075	LX00_RS10885	ABA1_RS11000	BJAB0715_RS11415	IOMTU433_RS07490	Aba3207_RS03175	RU84_RS07245	AB895_RS00305	C2U32_RS06745	P795_RS06890	
1404	5	DUF4102 domain-containing protein	B8342	AB895_RS00300	0		ACX60_RS07375					B7L46_RS20515	IX88_RS12515							IOMTU433_RS07495			AB895_RS00300			
1405	13	hypothetical protein	ab736	A4U85_RS13690	0		ACX60_RS07380	ABD1_RS05100				B7L46_RS20510	IX88_RS12510	A4U85_RS13690		KAB07_RS05690		ABA1_RS05335	BJAB0715_RS05830	IOMTU433_RS13865	Aba3207_RS16625	RU84_RS12585	AB895_RS00295		P795_RS12540	
1406	5	hypothetical protein	7978mff	ACX60_RS07385	0		ACX60_RS07385	ABD1_RS05105				B7L46_RS20505	IX88_RS12505										AB895_RS00290			
1407	5	hypothetical protein	1279779	ABD1_RS05110	0		ACX60_RS07390	ABD1_RS05110				B7L46_RS20500	IX88_RS12500										AB895_RS00285			
1408	8	hypothetical protein	1279779	ABD1_RS05115	0	FG-In	ACX60_RS07395	ABD1_RS05115						A4U85_RS13680		KAB07_RS05700		ABA1_RS05345	BJAB0715_RS05840		Aba3207_RS16640		AB895_RS00280			
1409	2	hypothetical protein	7978mff	ACX60_RS07400	0		ACX60_RS07400																AB895_RS00275			
1410	2	hypothetical protein	7978mff	ACX60_RS07405	0		ACX60_RS07405																AB895_RS00270			
1411	13	ATPase AAA	B8300	AB987_RS01640	0		ACX60_RS07410			AB987_RS01640	BS103_RS05920	B7L46_RS15240	IX88_RS14790	A4U85_RS13665		KAB07_RS05715	LX00_RS12745		BJAB0715_RS05855	IOMTU433_RS12970	Aba3207_RS05935	RU84_RS12560		C2U32_RS01900		
1412	2	hypothetical protein	7978mff	ACX60_RS07415	0		ACX60_RS07415																AB895_RS00260			
1413	11	hypothetical protein	JAB0715	BJAB0715_RS05870	0		ACX60_RS07420	ABD1_RS05140				B7L46_RS20470	IX88_RS12465	A4U85_RS13650		KAB07_RS05730		ABA1_RS05370	BJAB0715_RS05870	IOMTU433_RS13835	Aba3207_RS16670				P795_RS12505	
1416	2	LexA family transcriptional regulator	7978mff	ACX60_RS07435	0	FG-Out	ACX60_RS07435				BS103_RS05945															
1417	2	hypothetical protein	7978mff	ACX60_RS19105	0		ACX60_RS19105				BS103_RS05950															
1418	2	hypothetical protein	7978mff	ACX60_RS07440	0		ACX60_RS07440				BS103_RS05955															
1419	16	hypothetical protein	7978mff	ACX60_RS07445	0		ACX60_RS07445	ABD1_RS05845	RR41_RS07585	AB987_RS01600	BS103_RS05960	B7L46_RS20445	IX88_RS12440	A4U85_RS13605		KAB07_RS05775		ABA1_RS05395	BJAB0715_RS05915	IOMTU433_RS12935	Aba3207_RS16710	RU84_RS12515		C2U32_RS01935	P795_RS12480	
